"","Program","Study","Published","Year","Table","IndependentEvaluator","Topic","Design","Grade","Grade.Band","Duration","Duration.Band","Non-US","Low.SES","High.Minority","Treatment.Cluster","Control.Cluster","Total.Cluster","Treatment.N","Control.N","Outcome.Domain","Posttest","Group","Effect.Size","ESId","StudyID","ProgramID","Clustered","Randomized","journal","NCES","Upper","Lower","Mixed","Dur.One","Dur.Less","Dur.More","old","minority.high","minority.low","minority.nr","ses.high","ses.low","ses.nr","outcome.achieve","outcome.comprehension","outcome.alphabetics","outcome.fluency","comp.assist","benchmark","supp.curric","pd","coop.learn","curr.instruct","sel","core.basal","early.child","cluster","student"
"7","ABRACADABRA","Savage et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Cluster randomized","K, 1, 2","Lower","1 semester","Less than 1 year","1","N","NR",23,23,NA,363,328,"Comprehension","GRADE Passage Comprehension",NA,-0.01,7,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"8","ABRACADABRA","Savage et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Cluster randomized","K, 1, 2","Lower","1 semester","Less than 1 year","1","N","NR",23,23,NA,363,328,"Comprehension","GRADE Sentence Comprehension","Grade 1/2",0.04,8,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"9","ABRACADABRA","Savage et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Cluster randomized","K, 1, 2","Lower","1 semester","Less than 1 year","1","N","NR",25,25,NA,395,356,"Comprehension","DIBELS Reading Retell","Grade 1/2",-0.02,9,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"10","ABRACADABRA","Savage et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Cluster randomized","K, 1, 2","Lower","1 semester","Less than 1 year","1","N","NR",37,37,NA,549,518,"Alphabetics","CTOPP Blending Words","K & Grade 1/2",0.3,10,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"11","ABRACADABRA","Savage et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Cluster randomized","K, 1, 2","Lower","1 semester","Less than 1 year","1","N","NR",37,37,NA,549,518,"Alphabetics","DIBELS Phonemic Segmentation","K & Grade 1/2",0.23,11,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"12","ABRACADABRA","Savage et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Cluster randomized","K, 1, 2","Lower","1 semester","Less than 1 year","1","N","NR",25,25,NA,395,356,"Fluency","DIBELS Reading Fluency","Grade 1/2",-0.08,12,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"13","ABRACADABRA","Wolgemuth et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Student randomized","K, 1, 2","Lower","16 weeks","Less than 1 year","1","NR","N",6,6,NA,156,135,"Achievement","PIPS-BLA Reading",NA,0.09,13,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"14","ABRACADABRA","Wolgemuth et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Student randomized","K, 1, 2","Lower","16 weeks","Less than 1 year","1","NR","N",6,6,NA,163,145,"Alphabetics","GRADE K phonological awareness",NA,0.29,14,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"15","ABRACADABRA","Wolgemuth et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Student randomized","K, 1, 2","Lower","16 weeks","Less than 1 year","1","NR","N",6,6,NA,163,145,"Comprehension","GRADE K word reading",NA,0.17,15,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"16","ABRACADABRA","Wolgemuth et al. (2013)","1",2013,"3",NA,"Supplemental Curricula","Student randomized","K, 1, 2","Lower","16 weeks","Less than 1 year","1","NR","N",6,6,NA,156,135,"Alphabetics","PIPS-BLA Phonics",NA,0.09,16,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"17","Academy of Reading","Campuzano et al. (2009)","NCEE",2009,"3",NA,"Supplemental Curricula","Cluster randomized","4","Upper","1 year","One year","0","N","Y",22,19,NA,495,404,"Achievement","SAT-10",NA,-0.01,17,3,2,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"20","Achieve3000","Hill & Lenard (2016)","0",2016,"3",NA,"Supplemental Curricula","Cluster randomized","2-5","Mixed","1 year","One year",NA,"N","N",16,16,NA,16619,18013,"Achievement","EOG Lexile",NA,0,20,4,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"21","Achieve3000","Hill & Lenard (2016)","0",2016,"3",NA,"Supplemental Curricula","Cluster randomized","2-5","Mixed","1 year","One year",NA,"N","N",16,16,NA,16619,18013,"Achievement","DIBELS ORF",NA,0.03,21,4,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"22","Achieve3000","Shannon & Grant (2015)","0",2015,"3",NA,"Supplemental Curricula","Cluster randomized","3","Upper","1 year","One year","0","N","N",6,7,NA,127,143,"Comprehension","GMRT
   Comprehension","3",0.02,22,5,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"23","Achieve3000","Shannon & Grant (2015)","0",2015,"3",NA,"Supplemental Curricula","Cluster randomized","3","Upper","1 year","One year","0","N","N",6,7,NA,127,143,"Alphabetics","GMRT
   Vocabulary","3",-0.02,23,5,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"24","Achieve3000","Tracey & Young (2004)","0",2004,"3",NA,"Supplemental Curricula","Cluster quasi-experiment","5","Upper","1 year","One year","0","N","N",4,4,NA,84,84,"Alphabetics","TerraNova Vocabulary","Differentiated",0,24,6,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"25","Achieve3000","Tracey & Young (2004)","0",2004,"3",NA,"Supplemental Curricula","Cluster quasi-experiment","5","Upper","1 year","One year","0","N","N",4,4,NA,84,84,"Achievement","SRI","Differentiated",0.31,25,6,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"26","Achieve3000","Tracey & Young (2004)","0",2004,"3",NA,"Supplemental Curricula","Cluster quasi-experiment","5","Upper","1 year","One year","0","N","N",3,4,NA,51,84,"Achievement","SRI","Undifferentiated",0.17,26,6,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"27","Achieve3000","Tracey & Young (2004)","0",2004,"3",NA,"Supplemental Curricula","Cluster quasi-experiment","5","Upper","1 year","One year","0","N","N",3,4,NA,51,84,"Alphabetics","TerraNova Vocabulary","Undifferentiated",-0.23,27,6,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"28","Achieve3000","Tracey & Young (2004)","0",2004,"3",NA,"Supplemental Curricula","Cluster quasi-experiment","5","Upper","1 year","One year","0","N","N",3,4,NA,51,84,"Comprehension","TerraNova Reading","Undifferentiated",-0.26,28,6,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"29","Achieve3000","Tracey & Young (2004)","0",2004,"3",NA,"Supplemental Curricula","Cluster quasi-experiment","5","Upper","1 year","One year","0","N","N",4,4,NA,84,84,"Comprehension","TerraNova Reading","Differentiated",0.02,29,6,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"30","Achievement for All","Humphrey et al., (2020)","EEF",2020,"?",NA,"Teacher-Focused Intervention","Cluster randomized","4","Upper","2 years","More than 1 year","1","NR","NR",66,68,NA,2764,3049,"Achievement","Key Stage 2 (KS2) English reading marks",NA,-0.12,30,7,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"31","Achievement Network ANet","West, Morton & Herlihy (2016)","0",2016,"9",NA,"Benchmark","Cluster randomized","3-5","Upper","2 years","More than 1 year","0","NR","NR",45,44,NA,7298,5910,"Achievement","State tests",NA,-0.07,31,8,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"32","Acuity","Konstantopoulos, Miller, & van der Ploeg (2013)","1",2013,"9",NA,"Benchmark","Cluster randomized","3-6","Upper","1 year","One year","0","NR","NR",34,23,"57",2029,1410,"Achievement","ISTEP+","3rd",0.16,32,9,6,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"33","Acuity","Konstantopoulos, Miller, & van der Ploeg (2013)","1",2013,"9",NA,"Benchmark","Cluster randomized","3-6","Upper","1 year","One year","0","NR","NR",33,23,"56",1928,1340,"Achievement","ISTEP+","5th",0.13,33,9,6,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"34","Acuity","Konstantopoulos, Miller, & van der Ploeg (2013)","1",2013,"9",NA,"Benchmark","Cluster randomized","3-6","Upper","1 year","One year","0","NR","NR",34,23,"57",2025,1407,"Achievement","ISTEP+","4th",0.14,34,9,6,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"35","Acuity","Konstantopoulos, Miller, van der Ploeg, & Li (2016)","1",2016,"9",NA,"Benchmark","Cluster randomized","3-8","Upper","1 year","One year","0","N","N",35,35,"70",4124,4124,"Achievement","ISTEP+","4th",-0.03,35,10,6,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"36","Acuity","Konstantopoulos, Miller, van der Ploeg, & Li (2016)","1",2016,"9",NA,"Benchmark","Cluster randomized","3-8","Upper","1 year","One year","0","N","N",35,35,"70",4124,4124,"Achievement","ISTEP+","3rd",0.1,36,10,6,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"37","Acuity","Konstantopoulos, Miller, van der Ploeg, & Li (2016)","1",2016,"9",NA,"Benchmark","Cluster randomized","3-8","Upper","1 year","One year","0","N","N",35,35,"70",4124,4124,"Achievement","ISTEP+","5th",0.15,37,10,6,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"39","Arts for Learning","Nakamoto, J., Sobolew-Shubin, S., Orland, M., & WestEd. (2015)","0",2015,"3",NA,"Supplemental Curricula","Cluster randomized","3-5","Upper","3 years","More than 1 year","0","N","N",16,16,NA,1077,1208,"Achievement","OAKS",NA,0.05,39,11,7,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"44","Children's Literacy Initiative","Parkinson et al. (2015)","0",2015,"7",NA,"Teacher-Focused Intervention","Cluster randomized","K-2","Lower","2 Years (cohort 1)","More than 1 year",NA,"Y","Y",38,37,NA,2189,1884,"Comprehension","GRADE
2 year cohort (K-1)",NA,0.06,44,12,8,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"45","Children's Literacy Initiative","Parkinson et al. (2015)","0",2015,"7",NA,"Teacher-Focused Intervention","Cluster randomized","K-2","Lower","2 Years (cohort 1)","More than 1 year",NA,"Y","Y",39,38,NA,1945,1812,"Comprehension","GRADE
3 year cohort (K-2)",NA,0.14,45,12,8,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"47","Collaborative Strategic Reading","Boardman et al (2016)","1",2016,"4",NA,"Cooperative Learning Programs","Cluster randomized","4,5","Upper","14 weeks","Less than 1 year",NA,"NR","Y",31,29,NA,670,683,"Achievement","GMRT",NA,-0.03,47,13,9,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"48","Collaborative Strategic Reading","Hitchcock, Dimino, Kurki, Wilkins, & Gersten (2011)","NCEE",2011,"4",NA,"Cooperative Learning Programs","Cluster randomized","5","Upper","1 year","One year",NA,"N","Y",37,37,NA,681,674,"Comprehension","GRADE",NA,0.05,48,14,9,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"53","Content-Focused Coaching","Matsumura, L. C., Garnier, H. E., & Spybrook, J. (2013)","1",2013,"7",NA,"Teacher-Focused Intervention","Cluster randomized","4, 5","Upper","2 years","More than 1 year",NA,"Y","Y",15,14,NA,1543,1440,"Achievement","state standardized test","4",-0.07,53,15,10,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54","Content-Focused Coaching","Matsumura, L. C., Garnier, H. E., & Spybrook, J. (2013)","1",2013,"7",NA,"Teacher-Focused Intervention","Cluster randomized","4, 5","Upper","2 years","More than 1 year",NA,"Y","Y",15,14,NA,1543,1440,"Achievement","state standardized test","5",-0.05,54,15,10,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"64","Cooperative Integrated Reading and Competition","Bramlett (1994)","1",1994,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","3","Upper","1 year","One year","0","NR","NR",9,9,NA,198,194,"Alphabetics","CAT Vocabulary",NA,0.03,64,16,12,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"65","Cooperative Integrated Reading and Competition","Bramlett (1994)","1",1994,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","3","Upper","1 year","One year","0","NR","NR",9,9,NA,198,194,"Achievement","CAT Word Analysis",NA,0.1,65,16,12,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"66","Cooperative Integrated Reading and Competition","Bramlett (1994)","1",1994,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","3","Upper","1 year","One year","0","NR","NR",9,9,NA,198,194,"Comprehension","CAT
Comprehension",NA,0.1,66,16,12,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"67","Cooperative Integrated Reading and Competition","Hanselman, P., & Borman, G. D. (2013)","1",2013,"4",NA,"Cooperative Learning Programs","Cluster randomized","3-4","Upper","2 years","More than 1 year",NA,"Y","Y",14,16,NA,842,849,"Comprehension","GRADE","4-5",-0.08,67,17,12,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"68","Cooperative Integrated Reading and Competition","Hanselman, P., & Borman, G. D. (2013)","1",2013,"4",NA,"Cooperative Learning Programs","Cluster randomized","3-4","Upper","2 years","More than 1 year",NA,"Y","Y",13,13,NA,874,869,"Comprehension","GRADE","3-4",0.07,68,17,12,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"69","Cooperative Integrated Reading and Competition","Stevens & Slavin (1995a)","1",1995,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","2-6","Mixed","2 years","More than 1 year",NA,"N","N",3,4,NA,635,664,"Alphabetics","CAT
Vocabulary",NA,0.2,69,18,12,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"70","Cooperative Integrated Reading and Competition","Stevens & Slavin (1995a)","1",1995,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","2-6","Mixed","2 years","More than 1 year",NA,"N","N",3,4,NA,635,664,"Comprehension","CAT
Comprehension",NA,0.26,70,18,12,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"71","Cooperative Integrated Reading and Competition","Stevens & Slavin (1995b)","1",1995,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","2-6","Mixed","2 years","More than 1 year",NA,"N","N",2,3,NA,411,462,"Comprehension","CAT
Comprehension",NA,0.28,71,19,12,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"72","Cooperative Integrated Reading and Competition","Stevens & Slavin (1995b)","1",1995,"4",NA,"Cooperative Learning Programs","Cluster quasi-experiment","2-6","Mixed","2 years","More than 1 year",NA,"N","N",2,3,NA,411,462,"Alphabetics","CAT
Vocabulary",NA,0.21,72,19,12,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"73","Creating Robust Vocabulary","Vadasy, Sanders & Herrera (2015)","1",2015,"3",NA,"Supplemental Curricula","Cluster randomized","4, 5","Upper","1 year","One year",NA,"N","N",30,31,NA,627,605,"Alphabetics","ITBS
Vocabulary",NA,0.13,73,20,13,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"74","Creating Robust Vocabulary","Vadasy, Sanders & Herrera (2015)","1",2015,"3",NA,"Supplemental Curricula","Cluster randomized","4, 5","Upper","1 year","One year",NA,"N","N",30,31,NA,627,605,"Comprehension","ITBS
Comprehension",NA,0.16,74,20,13,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"75","Destination Reading","Campuzano et al. (2009)","NCEE",2009,"3",NA,"Supplemental Curricula","Cluster randomized","1","Lower","1 year","One year","0","N","N",21,14,NA,448,294,"Achievement","SAT-10",NA,0.09,75,21,14,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"76","Direct Instruction","MacIver et al. (2003)","0",2003,"5",NA,"Curriculum & Instructional Process Program","Cluster quasi-experiment","K-3","Mixed","4 years","More than 1 year",NA,"N","N",6,6,NA,171,104,"Alphabetics","CTBS
Vocabulary","K-3 Cohort",-0.17,76,22,15,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"77","Direct Instruction","MacIver et al. (2003)","0",2003,"5",NA,"Curriculum & Instructional Process Program","Cluster quasi-experiment","K-3","Mixed","4 years","More than 1 year",NA,"N","N",6,6,NA,182,132,"Alphabetics","CTBS
Vocabulary","2-5 Cohort",0.28,77,22,15,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"78","Direct Instruction","MacIver et al. (2003)","0",2003,"5",NA,"Curriculum & Instructional Process Program","Cluster quasi-experiment","K-3","Mixed","4 years","More than 1 year",NA,"N","N",6,6,NA,171,104,"Comprehension","CTBS
Reading Comprehension","K-3 Cohort",-0.02,78,22,15,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"79","Direct Instruction","MacIver et al. (2003)","0",2003,"5",NA,"Curriculum & Instructional Process Program","Cluster quasi-experiment","K-3","Mixed","4 years","More than 1 year",NA,"N","N",6,6,NA,182,132,"Comprehension","CTBS
Reading Comprehension","2-5 Cohort",0.11,79,22,15,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"90","Elements of Reading: Comprehension","Resendez, Sridiharan, & Azin (2006)","0",2006,"3",NA,"Supplemental Curricula","Cluster randomized","2-4","Mixed","1 year","One year",NA,"N","N",10,8,NA,229,184,"Alphabetics","Gates-MacGinitie
Vocabulary",NA,0.21,90,23,16,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"91","Elements of Reading: Comprehension","Resendez, Sridiharan, & Azin (2006)","0",2006,"3",NA,"Supplemental Curricula","Cluster randomized","2-4","Mixed","1 year","One year",NA,"N","N",10,8,NA,229,184,"Fluency","Narrative Passage Fluency",NA,0.03,91,23,16,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"92","Elements of Reading: Comprehension","Resendez, Sridiharan, & Azin (2006)","0",2006,"3",NA,"Supplemental Curricula","Cluster randomized","2-4","Mixed","1 year","One year",NA,"N","N",10,8,NA,229,184,"Comprehension","Gates-MacGinitie Comprehension",NA,0.11,92,23,16,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"93","Elements of Reading: Comprehension","Resendez, Sridiharan, & Azin (2006)","0",2006,"3",NA,"Supplemental Curricula","Cluster randomized","2-4","Mixed","1 year","One year",NA,"N","N",10,8,NA,229,184,"Comprehension","ERDA Target Words in Context",NA,0.05,93,23,16,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"94","Elements of Reading: Comprehension","Resendez, Sridiharan, & Azin (2006)","0",2006,"3",NA,"Supplemental Curricula","Cluster randomized","2-4","Mixed","1 year","One year",NA,"N","N",10,8,NA,229,184,"Comprehension","Comprehension",NA,0.12,94,23,16,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"95","Elements of Reading: Comprehension","Resendez, Sridiharan, & Azin (2006)","0",2006,"3",NA,"Supplemental Curricula","Cluster randomized","2-4","Mixed","1 year","One year",NA,"N","N",10,8,NA,229,184,"Fluency","Informational Passage Fluency",NA,0,95,23,16,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"96","Elements of Reading: Fluency","Apthorp (2005b)","1",2005,"3",NA,"Supplemental Curricula","Cluster randomized","2","Lower","1 year","One year","0","N","N",5,5,NA,92,81,"Comprehension","Gates McGinitie Comprehension",NA,0.05,96,24,17,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"97","Elements of Reading: Fluency","Apthorp (2005b)","1",2005,"3",NA,"Supplemental Curricula","Cluster randomized","2","Lower","1 year","One year","0","N","N",5,5,NA,92,81,"Fluency","ERDA Narrative Passage Fluency",NA,0.15,97,24,17,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"98","Elements of Reading: Fluency","Apthorp (2005b)","1",2005,"3",NA,"Supplemental Curricula","Cluster randomized","2","Lower","1 year","One year","0","N","N",5,5,NA,92,81,"Fluency","ERDA Informational Passage Fluency",NA,0.18,98,24,17,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"99","Elements of Reading: Fluency","Apthorp (2005b)","1",2005,"3",NA,"Supplemental Curricula","Cluster randomized","2","Lower","1 year","One year","0","N","N",5,5,NA,92,81,"Alphabetics","ERDA Word Identification",NA,0,99,24,17,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"100","Elements of Reading: Phonics and Phonemic Awareness","Apthorp (2005)","0",2005,"3",NA,"Supplemental Curricula","Cluster randomized","1","Lower","1 year","One year",NA,"N","N",8,8,NA,126,131,"Achievement","ERDA",NA,-0.09,100,25,18,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"101","Elements of Reading: Phonics and Phonemic Awareness","Apthorp (2005)","0",2005,"3",NA,"Supplemental Curricula","Cluster randomized","1","Lower","1 year","One year",NA,"N","N",8,8,NA,126,131,"Achievement","Gates MacGinitie",NA,-0.29,101,25,18,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"102","Elements of Reading: Vocabulary","Apthorp (2006)","1",2006,"3",NA,"Supplemental Curricula","Cluster randomized","3","Upper","1 year","One year","0","Y","Y",4,3,NA,79,45,"Comprehension","Gates-McGinitie
Comprehension",NA,-0.06,102,26,19,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"103","Elements of Reading: Vocabulary","Apthorp (2006)","1",2006,"3",NA,"Supplemental Curricula","Cluster randomized","3","Upper","1 year","One year","0","Y","Y",4,3,NA,79,45,"Alphabetics","Gates-McGinitie
Vocabulary",NA,0.55,103,26,19,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"104","Elements of Reading: Vocabulary","Apthorp et al., (2012)","1",2012,"3",NA,"Supplemental Curricula","Cluster randomized","K,1,3,4","Mixed","2 years","More than 1 year","0","Y","N",22,23,NA,2876,3234,"Comprehension","GRADE
   Primary
      Word Meaning",NA,0.06,104,27,19,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"105","Elements of Reading: Vocabulary","Apthorp et al., (2012)","1",2012,"3",NA,"Supplemental Curricula","Cluster randomized","K,1,3,4","Mixed","2 years","More than 1 year","0","Y","N",22,23,NA,2876,3234,"Alphabetics","GRADE
    Intermediate
      Vocabulary",NA,-0.14,105,27,19,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"106","Elements of Reading: Vocabulary","Apthorp et al., (2012)","1",2012,"3",NA,"Supplemental Curricula","Cluster randomized","K,1,3,4","Mixed","2 years","More than 1 year","0","Y","N",22,23,NA,2876,3234,"Comprehension","GRADE
      Passage Comprehension",NA,-0.11,106,27,19,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"109","Evidence-Based Literacy Instruction (EBLI)","Jacob, B. (2017)","1",2017,"7",NA,"Teacher-Focused Intervention","Cluster randomized","2-5","Mixed","1 year","One year",NA,"N","N",22,41,NA,508,946,"Achievement","NWEA MAP",NA,-0.06,109,28,20,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
